2016-06-25 17:30:15.895375,0.01953125,0.05859375,0.8359375,40,42,10,20.24,80.96,-537.28,0,-1,-10
2016-06-25 17:30:15.926838,0.02734375,0.05859375,0.83203125,40,40,8,23,85.56,-536.36,0,-1,-10
2016-06-25 17:30:15.944303,0.0234375,0.0625,0.84375,41,40,10,23,85.56,-536.36,0,-2,-10
2016-06-25 17:30:15.961868,0.015625,0.0625,0.83984375,39,40,10,23,85.56,-536.36,-1,-2,-9
2016-06-25 17:30:15.978607,0.01953125,0.0625,0.8359375,41,39,8,23,85.56,-536.36,-1,-2,-9
2016-06-25 17:30:15.996196,0.01953125,0.0625,0.83984375,40,40,10,23,86.48,-535.44,-1,-2,-9
2016-06-25 17:30:16.013376,0.01953125,0.06640625,0.8359375,41,39,9,23,86.48,-535.44,-1,-3,-9
2016-06-25 17:30:16.030676,0.01953125,0.0625,0.8359375,42,41,10,23,86.48,-535.44,-2,-3,-9
2016-06-25 17:30:16.047740,0.015625,0.05859375,0.83203125,41,41,9,23,86.48,-535.44,-2,-3,-9
2016-06-25 17:30:16.066286,0.015625,0.0625,0.84375,40,41,9,20.24,88.32,-537.28,-2,-3,-9
2016-06-25 17:30:16.083480,0.0234375,0.05859375,0.83203125,42,40,9,20.24,88.32,-537.28,-2,-3,-9
2016-06-25 17:30:16.100760,0.015625,0.05859375,0.8359375,43,39,11,20.24,88.32,-537.28,-3,-4,-9
2016-06-25 17:30:16.117880,0.01953125,0.0625,0.83203125,41,40,7,22.08,84.64,-537.28,-3,-4,-9
2016-06-25 17:30:16.134146,0.01953125,0.05859375,0.8359375,41,40,10,22.08,84.64,-537.28,-3,-4,-9
2016-06-25 17:30:16.151558,0.0234375,0.0625,0.83984375,41,40,9,22.08,84.64,-537.28,-3,-4,-9
2016-06-25 17:30:16.170009,0.01953125,0.0625,0.83984375,40,41,10,22.08,84.64,-537.28,-4,-4,-9
2016-06-25 17:30:16.187685,0.01953125,0.0625,0.8359375,42,41,9,21.16,88.32,-538.2,-4,-4,-9
2016-06-25 17:30:16.204560,0.015625,0.0625,0.83984375,41,41,9,21.16,88.32,-538.2,-4,-4,-9
2016-06-25 17:30:16.222275,0.015625,0.0625,0.8359375,40,40,10,21.16,88.32,-538.2,-5,-4,-9
2016-06-25 17:30:16.239257,0.01953125,0.0625,0.83203125,41,41,9,21.16,88.32,-538.2,-5,-4,-9
2016-06-25 17:30:16.254592,0.0234375,0.05859375,0.8359375,41,41,10,23,86.48,-536.36,-5,-5,-9
2016-06-25 17:30:16.274769,0.015625,0.0625,0.8359375,41,41,11,23,86.48,-536.36,-5,-5,-9
2016-06-25 17:30:16.292062,0.01953125,0.05859375,0.8359375,40,41,9,23,86.48,-536.36,-6,-5,-10
2016-06-25 17:30:16.308868,0.0234375,0.05859375,0.8359375,42,41,9,23,86.48,-536.36,-6,-5,-10
2016-06-25 17:30:16.326382,0.01953125,0.0625,0.83203125,41,41,8,23,87.4,-536.36,-6,-5,-10
2016-06-25 17:30:16.344202,0.01953125,0.0625,0.83984375,41,40,10,23,87.4,-536.36,-7,-5,-10
2016-06-25 17:30:16.359789,0.01953125,0.0625,0.8359375,42,41,10,23,87.4,-536.36,-7,-5,-10
2016-06-25 17:30:16.378851,0.0234375,0.0625,0.8359375,41,40,10,23,87.4,-536.36,-7,-5,-10
2016-06-25 17:30:16.396570,0.01953125,0.0625,0.8359375,40,40,9,17.48,86.48,-540.04,-8,-5,-10
2016-06-25 17:30:16.413974,0.015625,0.06640625,0.83203125,40,41,10,17.48,86.48,-540.04,-8,-5,-10
2016-06-25 17:30:16.430726,0.01953125,0.0625,0.83984375,42,41,10,17.48,86.48,-540.04,-9,-5,-10
2016-06-25 17:30:16.448426,0.0234375,0.05859375,0.83984375,41,40,9,17.48,86.48,-540.04,-9,-5,-10
2016-06-25 17:30:16.466538,0.015625,0.05859375,0.8359375,41,40,8,23.92,84.64,-536.36,-9,-5,-10
